,,,,,,,,,
,,,,,,,,,
日期,開盤,最高,最低,收盤,漲跌,漲%,成交量,成交金額,本益比
2009/07/07,479,479,473,477,15,0.0325,7335,3492878,13.38
2009/07/08,466,472.5,463,466,-11,-0.0231,5838,2721957,13.08
2009/07/09,465,473.5,458,460,-6,-0.0129,6478,3021420,12.91
2009/07/10,466,467,456,457.5,-2.5,-0.0054,4414,2028110,12.84
2009/07/13,465,465,444,445,-12.5,-0.0273,7144,3223039,12.49
2009/07/14,450,457,449,454.5,9.5,0.0213,4304,1951073,12.75
2009/07/15,459,466.5,455,456.5,2,0.0044,5673,2617100,12.81
2009/07/16,465,473,461,468,11.5,0.0252,8202,3839326,13.13
2009/07/17,475,476,467,471.5,3.5,0.0075,6981,3299251,13.23
2009/07/20,477,489.5,473,488.5,17,0.0361,8902,4290327,13.71
2009/07/21,490.5,493,482.5,490,1.5,0.0031,7799,3813343,13.75
2009/07/22,490,493,488,488,-2,-0.0041,4747,2327189,13.69
2009/07/23,490,490,478.5,480.5,-7.5,-0.0154,4730,2293364,13.48
2009/07/24,486.5,487,472,474,-6.5,-0.0135,6036,2884862,13.3
2009/07/27,480,486,478,482.5,8.5,0.0179,4250,2050347,13.54
2009/07/28,487,491,483.5,491,8.5,0.0176,6773,3299938,13.78
2009/07/29,486,486,457.5,460,-31,-0.0631,15012,7059928,12.91
2009/07/30,444,449,440,448,-12,-0.0261,23274,10348922,12.57
2009/07/31,448,456.5,445,447.5,-0.5,-0.0011,13512,6062420,12.56
2009/08/03,372.5,372.5,372.5,372.5,-75,-0.1676,3837,1429298,10.98
2009/08/04,346.5,346.5,346.5,346.5,-26,-0.0698,4494,1557101,10.21
2009/08/05,322.5,336,322.5,328,-18.5,-0.0534,61066,19994003,9.66
2009/08/06,332.5,343,330,343,15,0.0457,22871,7703225,10.11
2009/08/10,340,349,333,340,-3,-0.0087,16626,5684116,10.02
2009/08/11,348,354,346,350,10,0.0294,14039,4905403,10.31
2009/08/12,350,352,342,344,-6,-0.0171,9806,3398418,10.14
2009/08/13,351,352,347.5,348,4,0.0116,6513,2273278,10.25
2009/08/14,350,351.5,345,345,-3,-0.0086,7192,2499251,10.16
2009/08/17,342,342.5,337.5,339,-6,-0.0174,5663,1924452,9.99
2009/08/18,335,342.5,333,334,-5,-0.0147,7702,2593893,9.84
2009/08/19,340,342.5,336.5,338.5,4.5,0.0135,4947,1677973,9.97
2009/08/20,338.5,340,332.5,334,-4.5,-0.0133,6214,2083802,9.84
2009/08/21,339,344,330,332,-2,-0.006,8931,3001618,9.78
2009/08/24,340,340,335,338,6,0.0181,8808,2977667,9.96
2009/08/25,338,341,330,332,-6,-0.0178,10916,3644516,9.78
2009/08/26,331,334,324,325,-7,-0.0211,8791,2871977,9.62
2009/08/27,324,330.5,323.5,326,1,0.0031,5690,1864021,9.64
2009/08/28,328.5,334.5,327.5,332.5,6.5,0.0199,5052,1678340,9.84
2009/08/31,335,336,328,331,-1.5,-0.0045,4012,1331327,9.79
2009/09/01,332,346.5,331,345.5,14.5,0.0438,10636,3634090,10.22
2009/09/02,344,352,341,348.5,3,0.0087,11733,4090551,10.49
2009/09/03,348.5,353,345,346.5,-2,-0.0057,9212,3215578,10.43
2009/09/04,351,370,350,367,20.5,0.0592,20499,7471953,11.04
2009/09/07,367,376,363,370,3,0.0082,17216,6400538,11.13
2009/09/08,372.5,376,363,364,-6,-0.0162,15827,5838574,10.95
2009/09/09,362,363.5,350,350,-14,-0.0385,15478,5494068,10.53
2009/09/10,360.5,361.5,347,348,-2,-0.0057,12529,4415941,10.47
2009/09/11,348,355,346,351,3,0.0086,7078,2487897,10.56
2009/09/14,350.5,356,350,352,1,0.0028,7771,2738670,10.59
2009/09/15,352,355,352,354,2,0.0057,5982,2116470,10.65
2009/09/16,356,362,354,357.5,3.5,0.0099,7288,2614688,10.76
2009/09/17,362,364,358.5,360,2.5,0.007,6857,2473237,10.83
2009/09/18,360,361,357.5,361,1,0.0028,5970,2149443,10.86
2009/09/21,363,372,361,365,4,0.0111,10484,3856477,10.98
2009/09/22,366,368,359,360,-5,-0.0137,7048,2553806,10.83
2009/09/23,364,369,360,361,1,0.0028,9382,3416355,10.86
2009/09/24,365,367,356.5,358.5,-2.5,-0.0069,6075,2193072,10.79
2009/09/25,358,358,351,351,-7.5,-0.0209,6420,2269550,10.56
2009/09/28,348,350,338,340,-11,-0.0313,7456,2551043,10.23
2009/09/29,346,351,345,351,11,0.0324,7286,2538078,10.56
2009/09/30,353.5,355,351,353,2,0.0057,5962,2103379,10.62
2009/10/01,356.5,357,346.5,348.5,-4.5,-0.0127,5928,2080300,10.49
2009/10/02,340,349.5,340,347,-1.5,-0.0043,5919,2049154,10.44
2009/10/05,351,356.5,351,352.5,5.5,0.0159,6533,2304795,10.61
2009/10/06,356,357,353.5,355,2.5,0.0071,4840,1721297,10.68
2009/10/07,358,362,355,360,5,0.0141,8203,2941368,10.83
2009/10/08,361,363,346,348,-12,-0.0333,8068,2852763,10.47
2009/10/09,351,352,341,348,0,0,6110,2112023,10.47
2009/10/12,350,350,343,346,-2,-0.0057,3060,1057438,10.41
2009/10/13,340,344,338,342.5,-3.5,-0.0101,5035,1720705,10.31
2009/10/14,347.5,348,344.5,346,3.5,0.0102,3124,1080927,10.41
2009/10/15,350,351.5,346,346,0,0,3830,1333673,10.41
2009/10/16,349,354,346.5,354,8,0.0231,7188,2520825,10.65
2009/10/19,356,356,351,353,-1,-0.0028,2853,1007592,10.62
2009/10/20,353,355,346,347,-6,-0.017,5311,1852390,10.44
2009/10/21,347,349.5,342.5,345,-2,-0.0058,4002,1381828,10.38
2009/10/22,345,345,333.5,334.5,-10.5,-0.0304,12416,4185896,10.07
2009/10/23,335,337,328,330,-4.5,-0.0135,10700,3541525,9.93
2009/10/26,330,332.5,323,324,-6,-0.0182,6292,2060133,9.75
2009/10/27,324,334,323,334,10,0.0309,6938,2286562,10.05
2009/10/28,334,338.5,330,333,-1,-0.003,5554,1855477,10.02
2009/10/29,330,332,325.5,328,-5,-0.015,7075,2323849,9.87
2009/10/30,333,335,329,330,2,0.0061,5458,1813917,10.44
2009/11/02,328.5,339.5,328.5,339.5,9.5,0.0288,6613,2213895,10.74
2009/11/03,340,341.5,335,335,-4.5,-0.0133,3586,1211181,10.6
2009/11/04,338,339.5,333,336.5,1.5,0.0045,4734,1592093,10.65
2009/11/05,340,347,338.5,340,3.5,0.0104,8687,2988310,10.76
2009/11/06,348.5,348.5,343,343,3,0.0088,5144,1777446,10.85
2009/11/09,346,350,345.5,350,7,0.0204,7287,2537414,11.07
2009/11/10,355,362,355,362,12,0.0343,15997,5740436,11.45
2009/11/11,363,365,358,362,0,0,9419,3408157,11.45
2009/11/12,363,364,357,357.5,-4.5,-0.0124,5445,1956567,11.31
2009/11/13,361,365.5,361,364,6.5,0.0182,9639,3503476,11.52
2009/11/16,369,371.5,366,371,7,0.0192,9636,3554825,11.74
2009/11/17,375,375,365,365,-6,-0.0162,6398,2359416,11.55
2009/11/18,369,374,366,372,7,0.0192,7933,2946888,11.77
2009/11/19,373,379.5,369,376,4,0.0108,8166,3058956,11.89
2009/11/20,376,376,366.5,368,-8,-0.0213,6883,2545306,11.64
2009/11/23,369.5,370.5,366,368,0,0,2704,994242,11.64
2009/11/24,369.5,371,365,365,-3,-0.0082,3314,1215585,11.55
2009/11/25,365,368.5,365,367,2,0.0055,2789,1022933,11.61
2009/11/26,372,381.5,372,374,7,0.0191,9999,3772386,11.83
2009/11/27,368,371,362.5,362.5,-11.5,-0.0307,7955,2918904,11.47
2009/11/30,372,372,365,365,2.5,0.0069,3909,1437325,11.55
2009/12/01,365,369.5,363,369,4,0.011,3060,1124316,11.67
2009/12/02,373,373,367,367.5,-1.5,-0.0041,3291,1216073,11.63
2009/12/03,368.5,370,365.5,365.5,-2,-0.0054,3606,1326487,11.46
2009/12/04,365,365,356.5,357,-8.5,-0.0233,7876,2830844,11.19
2009/12/07,353,357,346.5,347.5,-9.5,-0.0266,13547,4738587,10.89
2009/12/08,347,350,347,347.5,0,0,6379,2219363,10.89
2009/12/09,345.5,347,341.5,343,-4.5,-0.0129,7220,2476511,10.75
2009/12/10,344,348,342,345,2,0.0058,6757,2329949,10.82
2009/12/11,348,348,343.5,344,-1,-0.0029,4158,1435326,10.78
2009/12/14,346,349,345,346,2,0.0058,3883,1349121,10.85
2009/12/15,349,352,344,344,-2,-0.0058,5242,1822458,10.78
2009/12/16,344.5,346,341.5,342.5,-1.5,-0.0044,3335,1145258,10.74
2009/12/17,347,347.5,343,344,1.5,0.0044,3538,1220363,10.78
2009/12/18,344,347,341.5,342,-2,-0.0058,4228,1450952,10.72
2009/12/21,345,346,342.5,345.5,3.5,0.0102,3505,1207066,10.83
2009/12/22,348,348,345,345.5,0,0,3249,1126344,10.83
2009/12/23,348,348,345,345.5,0,0,2803,969729,10.83
2009/12/24,347.5,347.5,345,345,-0.5,-0.0014,2972,1028713,10.82
2009/12/25,348,356,347.5,354.5,9.5,0.0275,8929,3155154,11.11
2009/12/28,355.5,356,351.5,351.5,-3,-0.0085,4796,1692766,11.02
2009/12/29,352,354,349.5,350.5,-1,-0.0028,4384,1537755,10.99
2009/12/30,353,355,351.5,353.5,3,0.0086,5147,1818034,11.08
2009/12/31,357,367.5,357,366.5,13,0.0368,13497,4922096,11.49
2010/01/04,370,371,363,365.5,-1,-0.0027,7962,2919446,11.46
2010/01/05,369,380,362,372,6.5,0.0178,13887,5159703,11.66
2010/01/06,375,382,373.5,373.5,1.5,0.004,12794,4826502,11.71
2010/01/07,373.5,374,358,358,-15.5,-0.0415,14579,5316014,11.22
2010/01/08,361,367,357.5,366.5,8.5,0.0237,9148,3324907,11.49
2010/01/11,368,371,365,369,2.5,0.0068,6061,2233981,11.57
2010/01/12,372,378,372,375.5,6.5,0.0176,10087,3783261,11.77
2010/01/13,372.5,377.5,370,374.5,-1,-0.0027,8272,3094685,11.74
2010/01/14,379.5,383,378,378.5,4,0.0107,10370,3943780,11.87
2010/01/15,379,381,376,377.5,-1,-0.0026,9080,3430591,11.83
2010/01/18,375,379.5,372,375,-2.5,-0.0066,4911,1848281,11.76
2010/01/19,376.5,379,367,372,-3,-0.008,6700,2491908,11.66
2010/01/20,374,374.5,368,368,-4,-0.0108,4112,1523045,11.54
2010/01/21,367,371,360,368.5,0.5,0.0014,7505,2748702,11.55
2010/01/22,363.5,367,362,367,-1.5,-0.0041,6341,2312905,11.5
2010/01/25,366.5,371,364,366.5,-0.5,-0.0014,4856,1786010,11.49
2010/01/26,370,374,359.5,359.5,-7,-0.0191,8668,3173115,11.27
2010/01/27,359.5,359.5,334.5,334.5,-25,-0.0695,19349,6531231,10.49
2010/01/28,326,330,323.5,326,-8.5,-0.0254,15216,4967419,10.22
2010/01/29,323,323,308,315,-11,-0.0337,14158,4451767,9.87
2010/02/01,315,319,313,314.5,-0.5,-0.0016,6066,1917977,9.86
2010/02/02,323,323,312,318,3.5,0.0111,6036,1913187,9.97
2010/02/03,322,322.5,315,315.5,-2.5,-0.0079,4530,1439623,9.89
2010/02/04,316,318.5,313,315.5,0,0,4462,1409899,9.89
2010/02/05,309.5,311.5,298,300,-15.5,-0.0491,8929,2718859,9.4
2010/02/06,301,305,295,298,-2,-0.0067,4397,1319381,9.34
2010/02/08,292,292,277.5,278,-20,-0.0671,13109,3680568,8.71
2010/02/09,278.5,297,278.5,297,19,0.0683,11780,3398363,9.31
2010/02/10,310,310,305,307.5,10.5,0.0354,6838,2101013,9.64
2010/02/22,318,321,313,320,12.5,0.0407,6690,2120625,10.03
2010/02/23,320,328,317,323,3,0.0094,8196,2650424,10.13
2010/02/24,317,323,317,321,-2,-0.0062,5466,1751017,10.06
2010/02/25,323,324,316,318.5,-2.5,-0.0078,4966,1583471,9.98
2010/02/26,319,324,316,324,5.5,0.0173,4441,1420909,10.16
2010/03/01,327,327,320,325,1,0.0031,5936,1928626,10.19
2010/03/02,327,331,323.5,330,5,0.0154,5345,1752423,10.34
2010/03/03,322,327,319,323.5,-6.5,-0.0197,7602,2455520,10.14
2010/03/04,325,325,318,320,-3.5,-0.0108,5292,1699867,10.03
2010/03/05,323,325,320.5,322.5,2.5,0.0078,3693,1191086,10.11
2010/03/08,326,339,324,338.5,16,0.0496,8692,2897361,10.61
2010/03/09,338,338.5,335,337.5,-1,-0.003,3659,1232908,10.58
2010/03/10,338,339.5,336,337.5,0,0,2722,919168,10.58
2010/03/11,339.5,344,338,338,0.5,0.0015,3993,1360905,10.6
2010/03/12,341,343,338.5,342,4,0.0118,3410,1164256,10.72
2010/03/15,342,343,335,335,-7,-0.0205,2964,1002931,10.5
2010/03/16,338,339,335,336.5,1.5,0.0045,2688,905443,11.74
2010/03/17,338.5,345,338.5,345,8.5,0.0253,5184,1780210,12.04
2010/03/18,345,352,344,350,5,0.0145,5527,1930450,12.21
2010/03/19,351,353,349,353,3,0.0086,3651,1282954,12.32
2010/03/22,352.5,353,349,350.5,-2.5,-0.0071,2794,979696,12.23
2010/03/23,352,359.5,352,356,5.5,0.0157,4084,1451016,12.42
2010/03/24,358,359,351.5,353.5,-2.5,-0.007,3783,1340207,12.33
2010/03/25,355,361.5,351,360.5,7,0.0198,6292,2256448,12.58
2010/03/26,362,370.5,360,369.5,9,0.025,7530,2759425,12.89
2010/03/29,370,374.5,368.5,368.5,-1,-0.0027,5397,2006449,12.86
2010/03/30,370,372.5,362.5,363,-5.5,-0.0149,3752,1374783,12.67
2010/03/31,366,375,365,371,8,0.022,7242,2693758,12.94
2010/04/01,373,378,372,376,5,0.0135,6728,2502719,13.12
2010/04/02,376,376,372,375,-1,-0.0027,4155,1555678,13.08
2010/04/06,380,383,378.5,381,6,0.016,6325,2412841,13.29
2010/04/07,395,407.5,395,402,21,0.0551,17334,6978711,14.03
2010/04/08,400,402,388.5,390.5,-11.5,-0.0286,7492,2962107,13.63
2010/04/09,391,395,385,387.5,-3,-0.0077,5238,2037080,13.52
2010/04/12,390,398,390,394.5,7,0.0181,5507,2172918,13.76
2010/04/13,394.5,396.5,388,389,-5.5,-0.0139,4166,1633737,13.57
2010/04/14,394,395,391,395,6,0.0154,3294,1295450,13.78
2010/04/15,402,402,394.5,395.5,0.5,0.0013,2277,904321,13.8
2010/04/16,398.5,399,389.5,392,-3.5,-0.0088,3808,1497573,13.68
2010/04/19,388,392,386,386.5,-5.5,-0.014,5717,2224763,13.49
2010/04/20,388,398,388,395.5,9,0.0233,5888,2320151,13.8
2010/04/21,398,402.5,396.5,398,2.5,0.0063,5018,2001041,13.89
2010/04/22,399,404,395,403,5,0.0126,6729,2695643,14.06
2010/04/23,405,407,402,406,3,0.0074,5804,2349949,14.17
2010/04/26,410,415,410,413,7,0.0172,5467,2258009,14.41
2010/04/27,414,419,409,417.5,4.5,0.0109,4487,1855877,14.57
2010/04/28,408.5,416.5,408.5,413,-4.5,-0.0108,3917,1617107,14.41
2010/04/29,424.5,426.5,415.5,415.5,2.5,0.0061,10967,4605023,14.42
2010/04/30,423,428,421,423.5,8,0.0193,10934,4646578,14.7
2010/05/03,425,432,423,431.5,8,0.0189,6891,2959002,14.98
2010/05/04,436,449,436,446,14.5,0.0336,10218,4518016,15.48
2010/05/05,438,443,436,440,-6,-0.0135,10671,4690442,14.98
2010/05/06,440,440,416.5,420,-20,-0.0455,12288,5275628,14.3
2010/05/07,414,423,411.5,420,0,0,16033,6702223,14.3
2010/05/10,423,425,415,418,-2,-0.0048,6511,2727492,14.23
2010/05/11,421,427,416,416,-2,-0.0048,8124,3422147,14.16
2010/05/12,420,421,413.5,416,0,0,5850,2436206,14.16
2010/05/13,425,436,423,432,16,0.0385,11594,4994321,14.71
2010/05/14,430.5,431.5,426.5,428.5,-3.5,-0.0081,7528,3223457,14.59
2010/05/17,423.5,426.5,420,426,-2.5,-0.0058,5386,2283435,14.5
2010/05/18,431,440,427.5,440,14,0.0329,8682,3780021,14.98
2010/05/19,435,447.5,433.5,447,7,0.0159,8054,3546146,15.22
2010/05/20,446,455,435,438,-9,-0.0201,11261,5021057,14.91
2010/05/21,420,427,417.5,421.5,-16.5,-0.0377,12058,5083453,14.35
2010/05/24,427,447,425,445,23.5,0.0558,9311,4073086,15.15
2010/05/25,431.5,438.5,426.5,430.5,-14.5,-0.0326,11148,4821940,14.66
2010/05/26,432,436,420,424.5,-6,-0.0139,11797,5017894,14.45
2010/05/27,421,427,417.5,425,0.5,0.0012,8659,3663466,14.47
2010/05/28,430,437.5,430,435,10,0.0235,9433,4095647,14.81
2010/05/31,439,442,432,435,0,0,4636,2025609,14.81
2010/06/01,432,436,428.5,428.5,-6.5,-0.0149,3659,1580777,14.59
2010/06/02,425.5,427,410,411.5,-17,-0.0397,8334,3486144,14.01
2010/06/03,420,421.5,415.5,418,6.5,0.0158,6499,2720014,14.23
2010/06/04,419,419,413,414,-4,-0.0096,6914,2872252,14.1
2010/06/07,405,407.5,399,406,-8,-0.0193,7997,3228940,13.82
2010/06/08,410,427,406,425,19,0.0468,12543,5268605,14.47
2010/06/09,425,428,414,416.5,-8.5,-0.02,5987,2514482,14.18
2010/06/10,417.5,420.5,412,417,0.5,0.0012,4115,1710040,14.2
2010/06/11,425,425,418.5,418.5,1.5,0.0036,3894,1641878,14.25
2010/06/14,424,424,420,423,4.5,0.0108,2645,1115952,14.4
2010/06/15,425,433.5,424,431.5,8.5,0.0201,7493,3221383,14.69
2010/06/17,435,435.5,426,432.5,1,0.0023,7205,3102523,14.73
2010/06/18,435.5,435.5,428.5,433,0.5,0.0012,4987,2157556,14.74
2010/06/21,438,442.5,437,440,7,0.0162,7606,3345859,14.98
2010/06/22,438.5,440,433,433,-7,-0.0159,3170,1381587,14.74
2010/06/23,428,430.5,425.5,430,-3,-0.0069,3314,1419387,14.64
2010/06/24,430,431,425.5,426.5,-3.5,-0.0081,2973,1269755,14.52
2010/06/25,418,423.5,417.5,422,-4.5,-0.0106,5173,2178004,14.37
2010/06/28,422,426.5,420,423,1,0.0024,3541,1498955,14.4
2010/06/29,424,432.5,420,420,-3,-0.0071,6049,2582812,14.3
2010/06/30,412,430,412,430,10,0.0238,6980,2933602,14.64
2010/07/01,432.5,440,426,438,8,0.0186,9711,4219802,14.91
2010/07/02,442,445,440,441,3,0.0068,7912,3496664,15.02
2010/07/05,448,471.5,447,471.5,30.5,0.0692,14316,6589964,16.05
2010/07/06,475,498,471.5,495,23.5,0.0498,12791,6253886,16.85
2010/07/07,515,515,500,501,6,0.0121,12751,6467201,17.06
2010/07/08,515,536,513,528,27,0.0539,13929,7348911,17.98
2010/07/09,528,534,524,526,-2,-0.0038,8390,4429992,17.91
2010/07/12,558,560,546,556,30,0.057,9835,5451658,18.93
2010/07/13,565,582,540,545,-11,-0.0198,14298,8057727,18.56
2010/07/14,554,559,545,549,4,0.0073,7576,4172920,18.69
2010/07/15,550,576,545,571,22,0.0401,13020,7342884,19.44
2010/07/16,576,578,563,565,-6,-0.0105,9828,5583142,19.24
2010/07/19,565,573,562,566,1,0.0018,5165,2923151,19.27
2010/07/20,568,583,568,577,11,0.0194,7385,4255553,19.65
2010/07/21,580,583,555,560,-17,-0.0295,7606,4331853,19.07
2010/07/22,555,562,544,555,-5,-0.0089,6704,3694295,18.9
2010/07/23,560,562,549,551,-4,-0.0072,5530,3069488,18.76
2010/07/26,558,577,556,570,19,0.0345,6980,3975384,19.41
2010/07/27,573,578,570,571,1,0.0018,8548,4902836,19.44
2010/07/28,533,538,528,533,-38,-0.0665,10678,5686958,19.06
2010/07/29,537,570,531,570,37,0.0694,12954,7160588,20.38
2010/07/30,562,598,562,588,18,0.0316,14354,8304712,19.22
2010/08/02,598,622,598,609,21,0.0357,13105,8008565,19.9
2010/08/03,610,612,580,583,-26,-0.0427,10901,6474653,19.05
2010/08/04,583,594,574,584,1,0.0017,8090,4727779,19.08
2010/08/05,586,608,586,602,18,0.0308,12463,7462550,19.67
2010/08/06,609,610,601,603,1,0.0017,7317,4427028,19.71
2010/08/09,608,613,598,600,-3,-0.005,6603,3974132,19.61
2010/08/10,603,607,598,602,2,0.0033,4422,2665314,19.67
2010/08/11,595,599,586,589,-13,-0.0216,5450,3224205,19.25
2010/08/12,581,588,580,584,-5,-0.0085,4425,2582804,19.08
2010/08/13,595,601,588,590,6,0.0103,5488,3256751,19.28
2010/08/16,591,624,591,623,33,0.0559,9624,5893225,20.36
2010/08/17,625,626,610,611,-12,-0.0193,6603,4065726,19.97
2010/08/18,614,617,607,612,1,0.0016,5326,3258867,20
2010/08/19,609,614,608,609,-3,-0.0049,3797,2319659,19.9
2010/08/20,609,623,607,619,10,0.0164,5155,3185199,20.23
2010/08/23,623,652,621,644,25,0.0404,9968,6370776,21.05
2010/08/24,644,648,637,640,-4,-0.0062,4891,3140676,20.92
2010/08/25,636,639,632,637,-3,-0.0047,6094,3869371,20.82
2010/08/26,635,647,625,629,-8,-0.0126,7951,5047235,20.56
2010/08/27,623,626,611,624,-5,-0.0079,6905,4269549,20.52
2010/08/30,627,634,618,624,0,0,4554,2850823,20.52
2010/08/31,618,620,581,585,-39,-0.0625,9231,5518585,19.24
2010/09/01,588,602,588,596,11,0.0188,5670,3380372,19.6
2010/09/02,603,607,588,590,-6,-0.0101,5217,3126059,19.4
2010/09/03,594,615,594,615,25,0.0424,6016,3658075,20.22
2010/09/06,615,635,607,624,9,0.0146,6632,4129415,20.52
2010/09/07,634,656,633,651,27,0.0433,12934,8372206,21.41
2010/09/08,650,654,644,646,-5,-0.0077,7174,4655421,21.24
2010/09/09,650,662,646,657,11,0.017,10166,6679532,21.6
2010/09/10,661,675,661,670,13,0.0198,7643,5116373,22.03
2010/09/13,678,716,674,716,46,0.0687,10819,7581461,23.54
2010/09/14,716,759,707,755,39,0.0545,11626,8528619,24.83
2010/09/15,749,755,727,730,-25,-0.0331,10756,7917573,24.01
2010/09/16,735,755,729,732,2,0.0027,10619,7863229,24.07
2010/09/17,741,760,741,746,14,0.0191,8947,6721759,24.53
2010/09/20,746,752,723,730,-16,-0.0214,6582,4836796,24.01
2010/09/21,736,736,717,717,-13,-0.0178,5462,3966094,23.58
2010/09/23,725,738,717,736,19,0.0265,7146,5205379,24.2
2010/09/24,736,737,718,724,-12,-0.0163,4869,3532992,23.81
2010/09/27,737,740,720,722,-2,-0.0028,3889,2838733,23.74
2010/09/28,723,726,711,717,-5,-0.0069,4369,3133605,23.58
2010/09/29,717,723,704,717,0,0,5480,3919748,23.58
2010/09/30,719,719,708,709,-8,-0.0112,3786,2693123,23.31
2010/10/01,718,722,696,707,-2,-0.0028,6704,4748730,23.25
2010/10/04,714,723,696,698,-9,-0.0127,8642,6107521,22.95
2010/10/05,698,698,678,698,0,0,7878,5414103,22.95
2010/10/06,716,722,709,719,21,0.0301,8315,5945997,23.64
2010/10/07,717,728,709,727,8,0.0111,8145,5878189,23.91
2010/10/08,734,735,712,712,-15,-0.0206,5597,4033970,23.41
2010/10/11,721,721,710,715,3,0.0042,4352,3112466,23.51
2010/10/12,715,717,698,699,-16,-0.0224,5734,4038478,22.99
2010/10/13,703,703,662,669,-30,-0.0429,13644,9215756,22
2010/10/14,672,684,663,684,15,0.0224,8426,5712892,22.49
2010/10/15,676,679,670,670,-14,-0.0205,5411,3642130,22.03
2010/10/18,657,657,624,624,-46,-0.0687,13339,8439861,20.52
2010/10/19,624,641,618,639,15,0.024,10452,6591944,21.01
2010/10/20,635,674,630,671,32,0.0501,9589,6253815,22.07
2010/10/21,671,695,667,692,21,0.0313,13116,8954392,22.76
2010/10/22,695,695,677,677,-15,-0.0217,4708,3230019,22.26
2010/10/25,678,684,671,671,-6,-0.0089,4837,3272345,22.07
2010/10/26,665,682,661,676,5,0.0075,5572,3750905,22.23
2010/10/27,681,684,676,676,0,0,4015,2729199,22.23
2010/10/28,684,708,681,708,32,0.0473,7110,4962650,23.28
2010/10/29,702,705,683,691,-17,-0.024,5125,3551124,22.72
2010/11/01,738,739,731,739,48,0.0695,11827,8732028,19.96
2010/11/02,745,757,737,738,-1,-0.0014,9982,7448153,19.94
2010/11/03,746,756,737,745,7,0.0095,6923,5172882,20.12
2010/11/04,754,763,746,756,11,0.0148,6429,4855498,20.42
2010/11/05,763,769,751,760,4,0.0053,6407,4874464,20.53
2010/11/08,766,777,760,774,14,0.0184,6954,5346819,20.91
2010/11/09,774,779,766,777,3,0.0039,4728,3656466,20.99
2010/11/10,775,784,773,780,3,0.0039,4835,3769110,21.07
2010/11/11,779,783,758,764,-16,-0.0205,4973,3827032,20.64
2010/11/12,761,771,760,764,0,0,3488,2671682,20.64
2010/11/15,774,780,769,779,15,0.0196,4070,3153530,21.04
2010/11/16,782,803,781,797,18,0.0231,6017,4800225,21.53
2010/11/17,791,798,782,790,-7,-0.0088,4616,3641138,21.34
2010/11/18,796,803,788,803,13,0.0165,4563,3629538,21.69
2010/11/19,808,833,806,827,24,0.0299,7110,5842688,22.34
2010/11/22,832,884,827,876,49,0.0593,8744,7488098,23.66
2010/11/23,876,876,858,863,-13,-0.0148,9013,7785486,23.31
2010/11/24,851,852,824,827,-36,-0.0417,8733,7323797,22.34
2010/11/25,838,850,833,845,18,0.0218,7271,6140818,22.83
2010/11/26,840,852,835,836,-9,-0.0107,4616,3880470,22.58
2010/11/29,850,856,843,845,9,0.0108,5756,4889889,22.83
2010/11/30,849,859,845,845,0,0,4614,3926391,22.83
2010/12/01,850,864,848,860,15,0.0178,5537,4739498,23.23
2010/12/02,876,905,876,892,32,0.0372,8512,7578256,24.1
2010/12/03,905,920,880,883,-9,-0.0101,8575,7755582,23.85
2010/12/06,890,901,867,881,-2,-0.0023,7115,6269280,23.8
2010/12/07,888,889,857,866,-15,-0.017,6797,5914654,23.39
2010/12/08,870,879,856,876,10,0.0115,3926,3419806,23.66
2010/12/09,886,886,870,871,-5,-0.0057,2872,2517358,23.53
2010/12/10,880,900,873,897,26,0.0299,6430,5736983,24.23
2010/12/13,904,913,895,900,3,0.0033,6336,5724041,24.31
2010/12/14,900,909,891,909,9,0.01,5346,4812215,24.55
2010/12/15,910,913,889,903,-6,-0.0066,2861,2577351,24.39
2010/12/16,896,901,892,893,-10,-0.0111,2763,2477223,24.12
2010/12/17,892,895,872,872,-21,-0.0235,5783,5086797,23.55
2010/12/20,875,876,850,865,-7,-0.008,5334,4582909,23.37
2010/12/21,870,878,865,878,13,0.015,2472,2155300,23.72
2010/12/22,881,915,881,914,36,0.041,6376,5755086,24.69
2010/12/23,917,921,906,914,0,0,4265,3901024,24.69
2010/12/24,914,915,896,900,-14,-0.0153,2072,1871389,24.31
2010/12/27,900,908,890,900,0,0,1684,1513846,24.31
2010/12/28,900,905,887,893,-7,-0.0078,1838,1642464,24.12
2010/12/29,893,893,873,880,-13,-0.0146,2393,2108671,23.77
2010/12/30,884,901,884,898,18,0.0205,3376,3019080,24.26
2010/12/31,904,904,891,900,2,0.0022,2647,2378089,24.31
2011/01/03,910,922,903,921,21,0.0233,4700,4299697,24.88
2011/01/04,922,925,912,919,-2,-0.0022,3180,2919696,24.82
2011/01/05,915,916,891,896,-23,-0.025,4172,3754663,24.2
2011/01/06,908,908,892,907,11,0.0123,4255,3837174,24.5
2011/01/07,910,916,888,890,-17,-0.0187,5971,5368220,24.04
2011/01/10,890,895,882,890,0,0,3318,2944667,24.04
2011/01/11,890,900,885,894,4,0.0045,3946,3524699,24.15
2011/01/12,898,904,873,877,-17,-0.019,7856,6906642,23.69
2011/01/13,881,888,854,865,-12,-0.0137,7607,6616481,23.37
2011/01/14,854,864,846,848,-17,-0.0197,7502,6394190,22.91
2011/01/17,855,878,855,877,29,0.0342,5669,4919802,23.69
2011/01/18,877,881,870,875,-2,-0.0023,2166,1898494,23.64
2011/01/19,881,891,878,890,15,0.0171,3728,3302614,24.04
